Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,ReorderPoint,NeedReorder,RecommendedOrderQty
2022-01-03,S003,P0012,Toys,East,112,109,46,113.33,71.21,20,Rainy,1,74.71,Summer,135.99599999999998,1,23.99599999999998
2022-01-03,S003,P0017,Clothing,West,330,296,138,297.58,76.12,5,Snowy,0,77.55,Spring,357.09599999999995,1,27.095999999999947
2022-01-03,S004,P0008,Electronics,East,217,209,35,215.04,63.1,10,Rainy,1,65.17,Winter,258.048,1,41.048
2022-01-03,S004,P0009,Electronics,West,73,69,65,68.51,30.82,20,Sunny,0,35.26,Winter,82.212,1,9.212000000000003
2022-01-03,S005,P0008,Electronics,South,207,177,154,173.93,97.09,5,Snowy,1,95.17,Summer,208.716,1,1.7160000000000082
2022-01-03,S005,P0009,Electronics,West,398,349,98,350.47,52.72,10,Sunny,0,55.74,Winter,420.564,1,22.56400000000002
2022-01-03,S005,P0012,Toys,North,77,72,27,68.01,46.94,20,Rainy,1,46.58,Winter,81.61200000000001,1,4.612000000000009
2022-01-03,S005,P0013,Toys,South,191,190,126,205.54,23.04,5,Snowy,0,19.33,Autumn,246.64799999999997,1,55.64799999999997
2022-01-04,S001,P0002,Electronics,North,91,91,142,82.65,88.22,15,Sunny,1,87.44,Autumn,99.18,1,8.180000000000007
2022-01-04,S001,P0007,Groceries,North,367,341,39,336.71,33.47,5,Cloudy,0,28.95,Spring,404.05199999999996,1,37.051999999999964
2022-01-04,S001,P0008,Electronics,East,404,347,183,350.96,61.1,20,Sunny,0,58.46,Winter,421.152,1,17.151999999999987
2022-01-04,S001,P0012,Electronics,West,150,136,129,140.64,66.07,5,Snowy,0,70.84,Winter,168.76799999999997,1,18.767999999999972
2022-01-04,S001,P0015,Electronics,West,430,377,118,371.89,87.24,10,Cloudy,1,88.66,Spring,446.268,1,16.267999999999972
2022-01-04,S001,P0017,Toys,West,353,348,36,349.59,53.02,0,Cloudy,1,57.08,Autumn,419.508,1,66.50799999999998
2022-01-04,S002,P0003,Toys,North,493,448,113,459.44,41.55,15,Rainy,0,44.02,Winter,551.328,1,58.327999999999975
2022-01-04,S002,P0005,Groceries,East,425,390,175,407.4,25.67,10,Snowy,0,23.55,Spring,488.87999999999994,1,63.87999999999994
2022-01-04,S002,P0012,Electronics,North,74,61,87,67.72,94.85,0,Cloudy,0,93.92,Winter,81.264,1,7.263999999999996
2022-01-04,S002,P0014,Toys,West,467,390,188,408.18,82.15,15,Cloudy,1,79.63,Summer,489.816,1,22.815999999999974
2022-01-04,S002,P0018,Clothing,South,236,206,63,220.44,30.12,15,Sunny,1,27.89,Winter,264.52799999999996,1,28.527999999999963
2022-01-04,S002,P0020,Furniture,East,403,349,42,340.49,21.47,0,Rainy,0,17.22,Winter,408.588,1,5.588000000000022
2022-01-04,S003,P0006,Electronics,East,328,308,113,323.67,18.48,0,Rainy,1,17.76,Autumn,388.404,1,60.403999999999996
2022-01-04,S003,P0008,Toys,East,108,91,129,95.55,59.61,5,Rainy,1,57.85,Summer,114.66,1,6.659999999999997
2022-01-04,S004,P0004,Toys,West,260,245,199,256.94,82.0,10,Sunny,1,81.29,Winter,308.328,1,48.327999999999975
2022-01-04,S004,P0007,Clothing,East,180,152,102,157.24,56.58,5,Cloudy,1,52.57,Autumn,188.68800000000002,1,8.688000000000017
2022-01-04,S004,P0011,Clothing,East,281,240,182,243.7,56.3,5,Sunny,0,60.74,Spring,292.44,1,11.439999999999998
2022-01-04,S004,P0013,Groceries,West,80,68,48,81.02,24.53,20,Snowy,1,23.7,Spring,97.22399999999999,1,17.22399999999999
2022-01-04,S004,P0014,Furniture,West,314,302,42,300.24,70.33,20,Snowy,0,72.22,Autumn,360.288,1,46.28800000000001
2022-01-04,S005,P0004,Toys,West,101,83,94,97.81,82.18,20,Cloudy,1,78.43,Summer,117.372,1,16.372
2022-01-04,S005,P0012,Clothing,South,220,196,82,187.61,45.65,15,Cloudy,1,48.04,Summer,225.132,1,5.132000000000005
2022-01-04,S005,P0013,Groceries,North,86,75,153,72.27,40.27,15,Sunny,1,41.66,Summer,86.72399999999999,1,0.7239999999999895
2022-01-04,S005,P0019,Toys,North,278,244,24,259.18,84.99,20,Rainy,0,85.21,Autumn,311.016,1,33.01600000000002
2022-01-05,S001,P0002,Toys,West,270,220,165,237.0,79.54,10,Rainy,0,80.22,Spring,284.4,1,14.399999999999977
2022-01-05,S002,P0003,Electronics,North,274,263,91,257.46,30.78,10,Snowy,0,34.67,Summer,308.95199999999994,1,34.95199999999994
2022-01-05,S002,P0005,Clothing,West,241,209,36,212.58,87.11,0,Cloudy,1,83.23,Spring,255.096,1,14.096000000000004
2022-01-05,S002,P0012,Groceries,West,264,262,29,269.59,53.28,5,Rainy,0,56.77,Summer,323.508,1,59.50799999999998
2022-01-05,S003,P0002,Groceries,South,191,189,177,187.88,84.04,20,Cloudy,0,87.67,Winter,225.456,1,34.45599999999999
2022-01-05,S003,P0007,Clothing,East,79,66,69,74.14,76.7,10,Rainy,1,73.33,Summer,88.968,1,9.968000000000004
2022-01-05,S004,P0001,Toys,North,201,198,103,212.56,57.58,10,Cloudy,0,58.98,Summer,255.072,1,54.072
2022-01-05,S004,P0007,Electronics,North,249,246,124,246.58,87.6,10,Snowy,0,92.28,Summer,295.896,1,46.896000000000015
2022-01-05,S004,P0009,Toys,North,348,325,97,321.15,89.52,0,Rainy,0,87.3,Summer,385.37999999999994,1,37.37999999999994
2022-01-05,S004,P0020,Toys,South,149,131,42,147.54,23.85,5,Cloudy,0,19.43,Autumn,177.04799999999997,1,28.047999999999973
2022-01-05,S005,P0010,Furniture,North,406,342,195,353.01,43.1,5,Cloudy,1,42.19,Summer,423.61199999999997,1,17.611999999999966
2022-01-05,S005,P0012,Clothing,East,228,224,147,218.16,98.66,10,Snowy,0,103.3,Spring,261.792,1,33.79199999999997
2022-01-05,S005,P0013,Electronics,South,68,64,54,71.81,39.8,15,Rainy,1,35.38,Summer,86.172,1,18.171999999999997
2022-01-05,S005,P0014,Toys,North,358,322,36,316.68,86.26,10,Rainy,0,85.97,Summer,380.016,1,22.01600000000002
2022-01-05,S005,P0016,Electronics,West,371,343,98,350.28,58.21,20,Rainy,0,57.49,Spring,420.33599999999996,1,49.335999999999956
2022-01-06,S001,P0002,Furniture,East,262,230,114,228.65,47.32,0,Rainy,0,45.33,Winter,274.38,1,12.379999999999995
2022-01-06,S001,P0005,Groceries,East,129,120,195,115.29,37.57,0,Snowy,1,33.29,Autumn,138.348,1,9.348000000000013
2022-01-06,S001,P0011,Toys,East,200,177,49,173.24,60.79,20,Cloudy,1,61.26,Spring,207.888,1,7.888000000000005
2022-01-06,S001,P0013,Furniture,West,185,181,189,174.85,64.04,20,Rainy,0,65.45,Autumn,209.82,1,24.819999999999993
2022-01-06,S001,P0016,Clothing,East,481,429,164,425.85,28.27,10,Cloudy,1,25.68,Autumn,511.02,1,30.019999999999982
2022-01-06,S002,P0003,Clothing,East,71,65,197,71.43,60.75,0,Rainy,0,62.18,Autumn,85.71600000000001,1,14.716000000000008
2022-01-06,S002,P0004,Groceries,East,72,62,118,74.56,58.46,5,Rainy,0,54.87,Autumn,89.472,1,17.471999999999994
2022-01-06,S002,P0010,Toys,East,350,330,165,337.59,65.09,15,Sunny,0,66.25,Autumn,405.10799999999995,1,55.10799999999995
2022-01-06,S002,P0015,Furniture,East,224,210,185,207.85,22.01,20,Cloudy,1,26.77,Summer,249.42,1,25.419999999999987
2022-01-06,S002,P0019,Electronics,North,300,283,139,286.28,42.65,10,Sunny,1,44.37,Spring,343.53599999999994,1,43.535999999999945
2022-01-06,S002,P0020,Clothing,West,246,203,47,215.81,99.48,10,Cloudy,1,100.87,Autumn,258.972,1,12.97199999999998
2022-01-06,S003,P0003,Furniture,South,210,180,82,188.69,25.18,15,Rainy,1,29.75,Autumn,226.428,1,16.427999999999997
2022-01-06,S003,P0015,Furniture,North,490,476,53,478.76,20.66,0,Rainy,1,16.87,Winter,574.512,1,84.51199999999994
2022-01-06,S003,P0016,Groceries,North,385,316,183,326.93,41.15,0,Rainy,1,42.58,Spring,392.316,1,7.315999999999974
2022-01-06,S004,P0004,Electronics,North,50,50,180,41.93,83.19,10,Snowy,1,88.18,Winter,50.315999999999995,1,0.3159999999999954
2022-01-06,S004,P0009,Furniture,North,207,166,104,178.91,90.13,15,Sunny,0,86.94,Spring,214.69199999999998,1,7.691999999999979
2022-01-06,S004,P0017,Electronics,South,220,192,122,207.13,33.34,5,Rainy,1,29.25,Spring,248.55599999999998,1,28.555999999999983
2022-01-06,S005,P0009,Toys,South,87,70,44,81.01,46.58,0,Sunny,1,43.42,Autumn,97.212,1,10.212000000000003
2022-01-06,S005,P0014,Furniture,West,134,128,165,147.93,25.88,5,Snowy,0,27.34,Autumn,177.516,1,43.51599999999999
2022-01-06,S005,P0018,Furniture,East,200,192,71,188.42,41.02,15,Snowy,1,39.59,Winter,226.10399999999998,1,26.103999999999985
2022-01-07,S001,P0004,Furniture,West,339,307,183,303.88,10.74,15,Snowy,0,11.3,Winter,364.656,1,25.656000000000006
2022-01-07,S001,P0007,Clothing,North,461,429,25,440.06,50.47,10,Rainy,1,46.52,Summer,528.072,1,67.072
2022-01-07,S001,P0016,Clothing,East,178,161,36,166.56,82.49,5,Sunny,1,79.98,Autumn,199.87199999999999,1,21.871999999999986
2022-01-07,S001,P0018,Toys,South,109,87,188,98.78,58.5,15,Cloudy,1,55.07,Winter,118.536,1,9.536000000000001
2022-01-07,S002,P0003,Electronics,West,85,72,59,80.31,42.82,0,Snowy,1,39.39,Autumn,96.372,1,11.372
2022-01-07,S002,P0013,Furniture,West,176,143,124,155.52,45.69,20,Cloudy,1,47.41,Spring,186.624,1,10.623999999999995
2022-01-07,S002,P0016,Furniture,South,212,211,128,215.38,41.54,10,Cloudy,0,42.88,Autumn,258.45599999999996,1,46.45599999999996
2022-01-07,S002,P0017,Electronics,South,103,100,157,106.28,79.73,0,Rainy,1,81.89,Winter,127.536,1,24.536
2022-01-07,S002,P0020,Groceries,West,90,86,103,91.01,61.14,10,Snowy,0,59.68,Summer,109.212,1,19.212000000000003
2022-01-07,S003,P0005,Toys,South,340,298,113,305.17,82.07,20,Rainy,1,86.47,Autumn,366.204,1,26.204000000000008
2022-01-07,S003,P0006,Electronics,East,187,175,161,194.41,73.39,0,Rainy,1,71.36,Spring,233.29199999999997,1,46.29199999999997
2022-01-07,S003,P0007,Groceries,South,177,177,169,189.57,40.45,10,Sunny,1,41.65,Summer,227.48399999999998,1,50.48399999999998
2022-01-07,S003,P0008,Electronics,South,172,154,176,154.77,12.48,0,Rainy,0,14.52,Winter,185.72400000000002,1,13.724000000000018
2022-01-07,S003,P0010,Furniture,North,74,63,35,72.14,61.85,0,Sunny,0,66.47,Summer,86.568,1,12.567999999999998
2022-01-07,S003,P0018,Electronics,East,394,336,35,334.26,72.54,10,Sunny,0,76.87,Autumn,401.11199999999997,1,7.111999999999966
2022-01-07,S004,P0005,Clothing,North,117,108,107,116.84,80.61,15,Snowy,1,82.67,Summer,140.208,1,23.208
2022-01-07,S004,P0011,Clothing,North,88,80,106,74.64,82.63,0,Snowy,1,82.31,Spring,89.568,1,1.5679999999999978
2022-01-07,S004,P0014,Toys,South,242,227,75,230.9,60.49,10,Cloudy,0,64.27,Summer,277.08,1,35.079999999999984
2022-01-07,S005,P0005,Toys,South,140,131,130,138.96,60.88,0,Rainy,1,58.4,Spring,166.752,1,26.75200000000001
2022-01-07,S005,P0011,Furniture,South,453,438,31,456.22,81.95,15,Sunny,0,78.29,Winter,547.464,1,94.46400000000006
2022-01-07,S005,P0014,Electronics,West,272,211,134,227.28,61.07,10,Snowy,1,58.4,Summer,272.736,1,0.73599999999999
2022-01-07,S005,P0015,Electronics,East,206,161,141,172.67,63.13,0,Cloudy,0,60.01,Autumn,207.20399999999998,1,1.2039999999999793
2022-01-08,S001,P0012,Furniture,North,264,229,71,226.07,79.77,5,Snowy,1,79.7,Winter,271.284,1,7.283999999999992
2022-01-08,S002,P0001,Groceries,North,349,341,198,348.41,90.22,20,Rainy,1,87.58,Summer,418.09200000000004,1,69.09200000000004
2022-01-08,S002,P0006,Groceries,South,300,233,149,252.44,52.87,10,Cloudy,0,51.75,Summer,302.928,1,2.9279999999999973
2022-01-08,S002,P0017,Groceries,West,160,153,56,167.47,81.09,15,Sunny,0,86.01,Spring,200.964,1,40.964
2022-01-08,S003,P0008,Clothing,East,496,454,56,463.17,19.84,5,Sunny,0,20.0,Autumn,555.804,1,59.803999999999974
2022-01-08,S003,P0011,Furniture,East,482,480,68,480.66,74.14,20,Snowy,0,73.2,Winter,576.792,1,94.79200000000003
2022-01-08,S003,P0017,Electronics,North,93,85,46,81.22,15.63,20,Snowy,0,18.44,Summer,97.464,1,4.463999999999999
2022-01-08,S004,P0004,Furniture,West,470,450,191,455.48,88.87,5,Rainy,0,93.03,Winter,546.576,1,76.57600000000002
2022-01-08,S004,P0008,Groceries,North,203,161,51,170.06,39.81,10,Rainy,1,39.59,Autumn,204.072,1,1.0720000000000027
2022-01-08,S004,P0009,Clothing,North,102,97,177,96.05,65.64,5,Sunny,1,62.4,Spring,115.25999999999999,1,13.259999999999991
2022-01-08,S004,P0012,Furniture,East,163,145,194,147.73,92.42,10,Sunny,0,97.22,Winter,177.27599999999998,1,14.275999999999982
2022-01-08,S004,P0013,Electronics,West,386,331,162,342.0,20.13,20,Snowy,1,24.22,Autumn,410.4,1,24.399999999999977
2022-01-08,S004,P0014,Furniture,East,311,256,168,267.54,51.94,10,Snowy,0,54.91,Winter,321.048,1,10.048000000000002
2022-01-08,S004,P0017,Toys,South,111,105,85,113.96,94.97,5,Rainy,0,91.43,Summer,136.75199999999998,1,25.75199999999998
2022-01-08,S005,P0007,Toys,South,112,93,177,105.58,42.82,5,Sunny,0,45.41,Summer,126.696,1,14.695999999999998
2022-01-08,S005,P0016,Clothing,South,101,89,162,91.65,19.72,15,Sunny,1,18.2,Summer,109.98,1,8.980000000000004
2022-01-09,S001,P0001,Electronics,South,373,350,178,352.24,41.72,0,Sunny,1,38.68,Summer,422.688,1,49.68799999999999
2022-01-09,S001,P0003,Toys,East,153,153,107,147.91,18.67,5,Sunny,1,19.14,Autumn,177.492,1,24.49199999999999
2022-01-09,S001,P0007,Electronics,South,81,81,177,98.81,34.2,15,Sunny,1,37.95,Autumn,118.572,1,37.572
2022-01-09,S001,P0017,Electronics,North,487,418,98,433.88,91.79,5,Snowy,1,90.65,Winter,520.656,1,33.65599999999995
2022-01-09,S001,P0018,Clothing,North,363,316,107,306.77,52.06,5,Rainy,0,50.29,Summer,368.12399999999997,1,5.123999999999967
2022-01-09,S001,P0019,Groceries,West,317,284,78,292.13,37.43,5,Snowy,0,33.91,Autumn,350.556,1,33.55599999999998
2022-01-09,S002,P0009,Electronics,North,306,252,166,258.01,72.99,20,Cloudy,1,71.11,Spring,309.61199999999997,1,3.6119999999999663
2022-01-09,S002,P0013,Furniture,West,344,270,81,289.15,26.81,15,Sunny,1,26.46,Winter,346.97999999999996,1,2.9799999999999613
2022-01-09,S002,P0018,Furniture,West,96,95,63,103.86,45.68,0,Sunny,1,45.36,Autumn,124.63199999999999,1,28.63199999999999
2022-01-09,S002,P0020,Clothing,East,421,391,48,397.01,99.92,15,Snowy,1,95.92,Winter,476.412,1,55.41199999999998
2022-01-09,S003,P0002,Groceries,North,363,337,95,336.29,45.42,5,Sunny,0,48.52,Autumn,403.548,1,40.548
2022-01-09,S003,P0010,Toys,East,60,40,65,51.32,85.57,20,Rainy,0,82.49,Spring,61.583999999999996,1,1.583999999999996
2022-01-09,S003,P0012,Electronics,East,398,393,149,388.39,78.81,10,Sunny,1,81.37,Spring,466.068,1,68.06799999999998
2022-01-09,S004,P0006,Electronics,East,120,97,111,108.83,65.21,5,Sunny,0,64.54,Winter,130.596,1,10.596000000000004
2022-01-09,S004,P0008,Clothing,West,310,307,51,319.38,46.11,20,Rainy,0,41.37,Summer,383.256,1,73.25599999999997
2022-01-09,S004,P0017,Toys,West,241,222,75,219.47,75.5,10,Snowy,1,79.83,Autumn,263.364,1,22.363999999999976
2022-01-09,S004,P0020,Toys,West,249,245,139,250.65,61.06,15,Snowy,1,59.95,Winter,300.78,1,51.77999999999997
2022-01-09,S005,P0001,Toys,West,412,408,114,407.25,89.6,20,Rainy,0,94.16,Winter,488.7,1,76.69999999999999
2022-01-09,S005,P0008,Furniture,North,131,123,94,132.65,49.76,5,Rainy,0,44.85,Autumn,159.18,1,28.180000000000007
2022-01-09,S005,P0012,Groceries,West,156,152,113,159.59,95.44,0,Cloudy,0,95.95,Autumn,191.508,1,35.50800000000001
2022-01-09,S005,P0013,Clothing,North,278,253,65,269.96,41.74,5,Sunny,1,44.33,Autumn,323.95199999999994,1,45.95199999999994
2022-01-10,S001,P0009,Toys,North,170,138,162,141.94,43.24,0,Cloudy,1,42.57,Spring,170.328,1,0.32800000000000296
2022-01-10,S001,P0014,Furniture,West,282,269,139,288.12,24.95,0,Snowy,1,22.85,Autumn,345.74399999999997,1,63.74399999999997
2022-01-10,S001,P0015,Clothing,East,413,381,66,394.0,56.71,20,Sunny,0,56.78,Summer,472.79999999999995,1,59.799999999999955
2022-01-10,S002,P0008,Groceries,West,248,212,82,227.94,24.63,5,Cloudy,1,28.34,Winter,273.52799999999996,1,25.527999999999963
2022-01-10,S002,P0012,Clothing,South,170,147,77,162.71,33.95,15,Sunny,1,34.5,Spring,195.252,1,25.25200000000001
2022-01-10,S002,P0015,Groceries,South,350,293,81,293.45,31.05,10,Rainy,1,34.23,Spring,352.14,1,2.1399999999999864
2022-01-10,S002,P0020,Groceries,East,287,259,151,270.1,95.77,5,Rainy,1,92.6,Summer,324.12,1,37.120000000000005
2022-01-10,S003,P0002,Clothing,East,85,79,68,72.88,40.83,5,Rainy,1,37.97,Autumn,87.45599999999999,1,2.455999999999989
2022-01-10,S003,P0005,Groceries,West,260,248,190,262.45,15.86,20,Rainy,0,19.76,Autumn,314.94,1,54.94
2022-01-10,S003,P0009,Furniture,North,342,335,169,335.31,22.27,10,Sunny,1,22.9,Winter,402.372,1,60.372000000000014
2022-01-10,S003,P0018,Electronics,North,413,369,98,365.01,45.57,15,Snowy,1,42.36,Summer,438.012,1,25.012
2022-01-10,S004,P0001,Groceries,East,310,280,145,279.05,20.82,0,Cloudy,0,17.27,Winter,334.86,1,24.860000000000014
2022-01-10,S004,P0002,Clothing,East,248,236,82,243.09,96.0,0,Snowy,0,98.28,Winter,291.70799999999997,1,43.70799999999997
2022-01-10,S004,P0006,Toys,North,130,102,94,110.85,23.47,0,Sunny,0,28.37,Spring,133.01999999999998,1,3.019999999999982
2022-01-10,S004,P0015,Groceries,South,190,178,102,175.65,52.89,10,Snowy,0,55.83,Winter,210.78,1,20.78
2022-01-10,S005,P0004,Furniture,North,58,40,149,48.74,77.7,20,Snowy,1,74.51,Winter,58.488,1,0.48799999999999955
2022-01-10,S005,P0006,Clothing,South,142,112,180,131.57,86.12,0,Rainy,0,82.46,Summer,157.884,1,15.883999999999986
2022-01-10,S005,P0007,Furniture,East,157,140,110,133.11,81.91,0,Cloudy,0,81.5,Winter,159.732,1,2.7319999999999993
2022-01-10,S005,P0008,Groceries,North,129,94,137,108.16,82.5,15,Rainy,0,87.39,Spring,129.792,1,0.7920000000000016
2022-01-10,S005,P0010,Electronics,South,225,209,185,222.54,21.75,5,Snowy,0,23.91,Spring,267.048,1,42.048
2022-01-10,S005,P0017,Furniture,East,308,266,164,259.6,31.07,20,Rainy,1,30.57,Summer,311.52000000000004,1,3.5200000000000387
2022-01-11,S001,P0002,Furniture,North,127,124,143,123.66,37.38,10,Rainy,0,32.62,Summer,148.392,1,21.391999999999996
2022-01-11,S001,P0004,Furniture,West,373,344,67,362.44,35.38,20,Cloudy,1,37.69,Spring,434.928,1,61.928
2022-01-11,S001,P0005,Toys,West,297,263,90,254.9,84.84,15,Sunny,1,84.34,Spring,305.88,1,8.879999999999995
2022-01-11,S001,P0010,Clothing,East,172,144,46,158.27,98.8,15,Snowy,0,100.38,Autumn,189.924,1,17.924000000000007
2022-01-11,S001,P0011,Toys,South,292,249,168,264.12,63.1,15,Rainy,0,63.62,Summer,316.944,1,24.944000000000017
2022-01-11,S001,P0013,Furniture,North,241,213,72,219.8,94.9,15,Rainy,1,92.72,Summer,263.76,1,22.75999999999999
2022-01-11,S001,P0015,Clothing,North,51,38,196,48.25,27.47,0,Rainy,1,24.16,Spring,57.9,1,6.899999999999999
2022-01-11,S001,P0019,Clothing,South,417,410,96,425.75,10.17,0,Rainy,0,9.52,Winter,510.9,1,93.89999999999998
2022-01-11,S002,P0004,Electronics,East,166,149,126,140.9,53.82,10,Cloudy,0,54.7,Spring,169.08,1,3.0800000000000125
2022-01-11,S002,P0009,Clothing,West,333,326,187,323.46,91.12,5,Rainy,0,95.77,Summer,388.152,1,55.15199999999999
2022-01-11,S002,P0011,Clothing,West,319,314,187,318.2,41.52,0,Snowy,1,46.04,Autumn,381.84,1,62.839999999999975
2022-01-11,S002,P0013,Toys,South,383,379,167,374.54,53.87,0,Rainy,0,53.47,Spring,449.44800000000004,1,66.44800000000004
2022-01-11,S002,P0017,Furniture,North,419,418,171,437.61,75.53,15,Cloudy,1,77.13,Spring,525.132,1,106.13199999999995
2022-01-11,S002,P0019,Toys,West,121,110,76,129.25,56.42,10,Sunny,0,56.84,Winter,155.1,1,34.099999999999994
2022-01-11,S002,P0020,Electronics,West,368,333,72,333.12,62.7,15,Snowy,0,60.86,Summer,399.74399999999997,1,31.74399999999997
2022-01-11,S003,P0002,Furniture,West,226,188,200,200.13,26.76,10,Sunny,1,23.06,Autumn,240.15599999999998,1,14.155999999999977
